,Book,Chapter,Verse,Original Text,Formatted Text
237,CHAPTER XVIII,1.0,19.0," Good Pleasure is the pleasure that endures, Banishing pain for aye; bitter at first As poison to the soul, but afterward Sweet as the taste of Amrit. Drink of that! It springeth in the Spirit's deep content. And painful Pleasure springeth from the bond Between the senses and the sense-world. Sweet As Amrit is its first taste, but its last Bitter as poison. 'Tis of Rajas, Prince!", good pleasure is the pleasure that endures  banishing pain for aye  bitter at first as poison to the soul  but afterward sweet as the taste of amrit  drink of that  it springeth in the spirit s deep content  and painful pleasure springeth from the bond between the senses and the sense world  sweet as amrit is its first taste  but its last bitter as poison   tis of rajas  prince 
238,CHAPTER XVIII,1.0,20.0," And foul and ""dark"" the Pleasure is which springs From sloth and sin and foolishness; at first And at the last, and all the way of life The soul bewildering. 'Tis of Tamas, Prince! For nothing lives on earth, nor 'midst the gods In utmost heaven, but hath its being bound With these three Qualities, by Nature framed.", and foul and  dark  the pleasure is which springs from sloth and sin and foolishness  at first and at the last  and all the way of life the soul bewildering   tis of tamas  prince  for nothing lives on earth  nor  midst the gods in utmost heaven  but hath its being bound with these three qualities  by nature framed 
239,CHAPTER XVIII,1.0,21.0," The work of Brahmans, Kshatriyas, Vaisyas, And Sudras, O thou Slayer of thy Foes! Is fixed by reason of the Qualities Planted in each: A Brahman's virtues, Prince! Born of his nature, are serenity, Self-mastery, religion, purity, Patience, uprightness, learning, and to know The truth of things which be. A Kshatriya's pride, Born of his nature, lives in valour, fire, Constancy, skilfulness, spirit in fight, And open-handedness and noble mien, As of a lord of men. A Vaisya's task, Born with his nature, is to till the ground, Tend cattle, venture trade. A Sudra's state, Suiting his nature, is to minister. Whoso performeth--diligent, content-- The work allotted him, whate'er it be, Lays hold of perfectness! Hear how a man Findeth perfection, being so content: He findeth it through worship--wrought by work-- Of Him that is the Source of all which lives, Of HIM by Whom the universe was stretched.", the work of brahmans  kshatriyas  vaisyas  and sudras  o thou slayer of thy foes  is fixed by reason of the qualities planted in each  a brahman s virtues  prince  born of his nature  are serenity  self mastery  religion  purity  patience  uprightness  learning  and to know the truth of things which be  a kshatriya s pride  born of his nature  lives in valour  fire  constancy  skilfulness  spirit in fight  and open handedness and noble mien  as of a lord of men  a vaisya s task  born with his nature  is to till the ground  tend cattle  venture trade  a sudra s state  suiting his nature  is to minister  whoso performeth  diligent  content   the work allotted him  whate er it be  lays hold of perfectness  hear how a man findeth perfection  being so content  he findeth it through worship  wrought by work   of him that is the source of all which lives  of him by whom the universe was stretched 
240,CHAPTER XVIII,1.0,22.0," Better thine own work is, though done with fault, Than doing others' work, ev'n excellently. He shall not fall in sin who fronts the task Set him by Nature's hand! Let no man leave His natural duty, Prince! though it bear blame! For every work hath blame, as every flame Is wrapped in smoke! Only that man attains Perfect surcease of work whose work was wrought With mind unfettered, soul wholly subdued, Desires for ever dead, results renounced.", better thine own work is  though done with fault  than doing others  work  ev n excellently  he shall not fall in sin who fronts the task set him by nature s hand  let no man leave his natural duty  prince  though it bear blame  for every work hath blame  as every flame is wrapped in smoke  only that man attains perfect surcease of work whose work was wrought with mind unfettered  soul wholly subdued  desires for ever dead  results renounced 
241,CHAPTER XVIII,1.0,23.0," Learn from me, Son of Kunti! also this, How one, attaining perfect peace, attains BRAHM, the supreme, the highest height of all! Devoted--with a heart grown pure, restrained In lordly self-control, forgoing wiles Of song and senses, freed from love and hate, Dwelling 'mid solitudes, in diet spare, With body, speech, and will tamed to obey, Ever to holy meditation vowed, From passions liberate, quit of the Self, Of arrogance, impatience, anger, pride;", learn from me  son of kunti  also this  how one  attaining perfect peace  attains brahm  the supreme  the highest height of all  devoted  with a heart grown pure  restrained in lordly self control  forgoing wiles of song and senses  freed from love and hate  dwelling  mid solitudes  in diet spare  with body  speech  and will tamed to obey  ever to holy meditation vowed  from passions liberate  quit of the self  of arrogance  impatience  anger  pride 
242,CHAPTER XVIII,1.0,24.0," Freed from surroundings, quiet, lacking nought-- Such an one grows to oneness with the BRAHM; Such an one, growing one with BRAHM, serene, Sorrows no more, desires no more; his soul, Equally loving all that lives, loves well Me, Who have made them, and attains to Me.", freed from surroundings  quiet  lacking nought   such an one grows to oneness with the brahm  such an one  growing one with brahm  serene  sorrows no more  desires no more  his soul  equally loving all that lives  loves well me  who have made them  and attains to me 
243,CHAPTER XVIII,1.0,25.0," By this same love and worship doth he know Me as I am, how high and wonderful, And knowing, straightway enters into Me. And whatsoever deeds he doeth--fixed In Me, as in his refuge--he hath won For ever and for ever by My grace Th' Eternal Rest! So win thou! In thy thoughts Do all thou dost for Me! Renounce for Me! Sacrifice heart and mind and will to Me!", by this same love and worship doth he know me as i am  how high and wonderful  and knowing  straightway enters into me  and whatsoever deeds he doeth  fixed in me  as in his refuge  he hath won for ever and for ever by my grace th  eternal rest  so win thou  in thy thoughts do all thou dost for me  renounce for me  sacrifice heart and mind and will to me 
244,CHAPTER XVIII,1.0,26.0," Live in the faith of Me! In faith of Me All dangers thou shalt vanquish, by My grace; But, trusting to thyself and heeding not, Thou can'st but perish! If this day thou say'st, Relying on thyself, ""I will not fight!"" Vain will the purpose prove! thy qualities Would spur thee to the war. What thou dost shun, Misled by fair illusions, thou wouldst seek Against thy will, when the task comes to thee Waking the promptings in thy nature set.", live in the faith of me  in faith of me all dangers thou shalt vanquish  by my grace  but  trusting to thyself and heeding not  thou can st but perish  if this day thou say st  relying on thyself   i will not fight   vain will the purpose prove  thy qualities would spur thee to the war  what thou dost shun  misled by fair illusions  thou wouldst seek against thy will  when the task comes to thee waking the promptings in thy nature set 
245,CHAPTER XVIII,1.0,27.0," There lives a Master in the hearts of men Maketh their deeds, by subtle pulling--strings, Dance to what tune HE will. With all thy soul Trust Him, and take Him for thy succour, Prince!", there lives a master in the hearts of men maketh their deeds  by subtle pulling  strings  dance to what tune he will  with all thy soul trust him  and take him for thy succour  prince 
246,CHAPTER XVIII,1.0,28.0," So--only so, Arjuna!--shalt thou gain-- By grace of Him--the uttermost repose, The Eternal Place! Thus hath been opened thee This Truth of Truths, the Mystery more hid Than any secret mystery. Meditate! And--as thou wilt--then act!", so  only so  arjuna   shalt thou gain   by grace of him  the uttermost repose  the eternal place  thus hath been opened thee this truth of truths  the mystery more hid than any secret mystery  meditate  and  as thou wilt  then act 
247,CHAPTER XVIII,1.0,29.0," Nay! but once more Take My last word, My utmost meaning have! Precious thou art to Me; right well-beloved! Listen! I tell thee for thy comfort this. Give Me thy heart! adore Me! serve Me! cling In faith and love and reverence to Me! So shalt thou come to Me! I promise true, For thou art sweet to Me!", nay  but once more take my last word  my utmost meaning have  precious thou art to me  right well beloved  listen  i tell thee for thy comfort this  give me thy heart  adore me  serve me  cling in faith and love and reverence to me  so shalt thou come to me  i promise true  for thou art sweet to me 
